Year of Birth,Gender,Ethnicity,Child's First Name,Count
2019,female,white non hispanic,shaindy,45
2018,male,asian and pacific islander,ayaan,45
2018,male,asian and pacific islander,ian,45
2019,male,black non hispanic,christian,45
2017,male,asian and pacific islander,ayaan,45
2017,male,asian and pacific islander,james,45
2019,male,asian and pacific islander,aaron,45
2011,male,asian and pacific islander,kyle,45
2013,male,asian and pacific islander,alex,45
2013,male,asian and pacific islander,ayaan,45
2013,male,asian and pacific islander,dylan,45
2013,male,asian and pacific islander,ivan,45
2013,male,asian and pacific islander,mohammad,45
2015,male,asian and pacific islander,owen,45
2015,male,asian and pacific islander,vincent,45
2016,male,black non hispanic,mohamed,45
2016,male,black non hispanic,samuel,45
2014,male,asian and pacific islander,alex,45
2014,male,asian and pacific islander,brandon,45
2016,male,asian and pacific islander,andrew,45
2016,male,asian and pacific islander,jacob,45
2012,male,white non hispanic,alvin,45
2012,male,white non hispanic,anthony,45
2012,male,white non hispanic,joshua,45
2012,male,black non hispanic,king,45
2012,male,white non hispanic,liam,45
2014,male,black non hispanic,xavier,45
2015,male,black non hispanic,caleb,45
2013,male,black non hispanic,nathaniel,45
2017,female,black non hispanic,savannah,44
2018,female,black non hispanic,chloe,44
2011,female,asian and pacific islander,vivian,44
2017,female,asian and pacific islander,amelia,44
2017,female,asian and pacific islander,grace,44
2015,female,black non hispanic,kayla,44
2015,female,black non hispanic,peyton,44
2016,female,asian and pacific islander,amelia,44
2016,female,black non hispanic,isabella,44
2015,female,asian and pacific islander,anaya,44
2013,female,black non hispanic,fatoumata,44
2019,female,hispanic,eliana,44
2017,female,hispanic,evelyn,44
2017,female,hispanic,jade,44
2017,female,hispanic,kimberly,44
2018,female,hispanic,brianna,44
2018,female,hispanic,chloe,44
2018,female,hispanic,gabriella,44
2018,female,hispanic,leilani,44
2014,female,hispanic,kayla,44
2014,female,hispanic,michelle,44
2016,female,hispanic,grace,44
2016,female,hispanic,riley,44
2013,female,hispanic,delilah,44
2013,female,hispanic,gianna,44
2013,female,hispanic,jade,44
2013,female,hispanic,sarah,44
2012,female,hispanic,vanessa,44
2011,female,white non hispanic,devorah,44
2011,female,white non hispanic,katherine,44
2015,female,hispanic,aubrey,44
2015,female,hispanic,maria,44
2012,female,asian and pacific islander,chany,44
2012,female,asian and pacific islander,dina,44
2012,female,asian and pacific islander,emilia,44
2012,female,asian and pacific islander,maria,44
2013,female,white non hispanic,rebecca,44
2016,female,white non hispanic,fiona,44
2016,female,white non hispanic,josephine,44
2016,female,white non hispanic,lucy,44
2017,female,white non hispanic,audrey,44
2017,female,white non hispanic,josephine,44
2018,male,black non hispanic,caleb,44
2018,male,black non hispanic,chase,44
2018,male,black non hispanic,kaiden,44
2019,male,black non hispanic,daniel,44
2017,male,black non hispanic,christopher,44
2017,male,black non hispanic,malachi,44
2013,male,asian and pacific islander,andrew,44
2015,male,asian and pacific islander,kyle,44
2015,male,asian and pacific islander,leo,44
2016,male,black non hispanic,christopher,44
2016,male,black non hispanic,kyrie,44
2014,male,asian and pacific islander,michael,44
2016,male,asian and pacific islander,jonathan,44
2016,male,asian and pacific islander,kyle,44
2012,male,black non hispanic,amari,44
2012,male,black non hispanic,kyle,44
2014,male,black non hispanic,jace,44
2015,male,black non hispanic,amari,44
2011,male,black non hispanic,caleb,44
2011,male,black non hispanic,jason,44
2013,male,black non hispanic,jaden,44
2018,female,black non hispanic,isabella,43
2019,female,asian and pacific islander,isabella,43
2017,female,asian and pacific islander,evelyn,43
2011,female,black non hispanic,nyla,43
2011,female,black non hispanic,zoe,43
2013,female,asian and pacific islander,sarah,43
2016,female,black non hispanic,faith,43
2013,female,black non hispanic,leah,43
2013,female,black non hispanic,naomi,43
2012,female,black non hispanic,isabella,43
2012,female,black non hispanic,skylar,43
2019,female,hispanic,arya,43
2019,female,hispanic,brianna,43
2019,female,hispanic,daniela,43
2014,female,hispanic,gianna,43
2014,female,hispanic,savannah,43
2016,female,hispanic,gabriela,43
2013,female,hispanic,andrea,43
2011,female,hispanic,chelsea,43
2012,female,hispanic,sarah,43
2011,female,white non hispanic,rivky,43
2015,female,hispanic,eva,43
2015,female,hispanic,juliette,43
2012,female,asian and pacific islander,adriana,43
2012,female,asian and pacific islander,eliana,43
2012,female,asian and pacific islander,harper,43
2012,female,asian and pacific islander,layla,43
2012,female,asian and pacific islander,lillian,43
2012,female,asian and pacific islander,scarlett,43
2012,female,asian and pacific islander,yitty,43
2013,female,white non hispanic,angelina,43
2018,male,black non hispanic,christian,43
2018,male,asian and pacific islander,leo,43
2018,male,asian and pacific islander,logan,43
2017,male,asian and pacific islander,ibrahim,43
2011,male,asian and pacific islander,alvin,43
2011,male,asian and pacific islander,andy,43
2017,male,black non hispanic,ryan,43
2013,male,asian and pacific islander,joshua,43
2014,male,asian and pacific islander,ian,43
2014,male,asian and pacific islander,ivan,43
2014,male,asian and pacific islander,jonathan,43
2012,male,white non hispanic,ian,43
2012,male,white non hispanic,james,43
2012,male,white non hispanic,leo,43
2012,male,black non hispanic,zion,43
2014,male,black non hispanic,gabriel,43
2014,male,black non hispanic,justin,43
2014,male,black non hispanic,mohamed,43
2015,male,black non hispanic,anthony,43
2015,male,black non hispanic,xavier,43
2013,male,black non hispanic,gabriel,43
2013,male,black non hispanic,messiah,43
2013,male,black non hispanic,prince,43
2017,female,black non hispanic,brielle,42
2017,female,black non hispanic,mia,42
2017,female,black non hispanic,riley,42
2018,female,black non hispanic,zoey,42
2019,female,asian and pacific islander,ella,42
2011,female,asian and pacific islander,michelle,42
2016,female,asian and pacific islander,arya,42
2016,female,asian and pacific islander,ella,42
2016,female,asian and pacific islander,evelyn,42
2011,female,black non hispanic,khloe,42
2011,female,black non hispanic,nylah,42
2011,female,black non hispanic,savannah,42
2012,female,white non hispanic,tiffany,42
2013,female,black non hispanic,skylar,42
2012,female,black non hispanic,brielle,42
2012,female,black non hispanic,faith,42
2012,female,black non hispanic,gabrielle,42
2019,female,hispanic,kimberly,42
2019,female,hispanic,riley,42
2014,female,hispanic,adriana,42
2014,female,hispanic,isabel,42
2014,female,hispanic,luna,42
2016,female,hispanic,kayla,42
2013,female,hispanic,kayla,42
2013,female,hispanic,kylie,42
2013,female,hispanic,melissa,42
2011,female,hispanic,vanessa,42
2012,female,hispanic,amanda,42
2012,female,hispanic,amelia,42
2012,female,hispanic,diana,42
2012,female,hispanic,eva,42
2012,female,hispanic,michelle,42
2015,female,hispanic,charlotte,42
2015,female,hispanic,grace,42
2015,female,hispanic,michelle,42
2018,male,black non hispanic,amari,42
2018,male,black non hispanic,isaiah,42
2018,male,black non hispanic,malachi,42
2018,male,black non hispanic,prince,42
2019,male,black non hispanic,cairo,42
2019,male,black non hispanic,logan,42
2019,male,asian and pacific islander,arham,42
2019,male,asian and pacific islander,dylan,42
2015,male,asian and pacific islander,adam,42
2015,male,asian and pacific islander,alex,42
2016,male,black non hispanic,ryan,42
2017,male,black non hispanic,daniel,42
2017,male,black non hispanic,ibrahim,42
2017,male,black non hispanic,jordan,42
2017,male,black non hispanic,messiah,42
2017,male,black non hispanic,mohamed,42
2013,male,asian and pacific islander,david,42
2016,male,asian and pacific islander,ivan,42
2014,male,asian and pacific islander,andy,42
2014,male,asian and pacific islander,noah,42
2014,male,asian and pacific islander,tenzin,42
2012,male,white non hispanic,jaden,42
2011,male,black non hispanic,dylan,42
2012,male,black non hispanic,alexander,42
2015,male,black non hispanic,malachi,42
2015,male,black non hispanic,zion,42
2013,male,black non hispanic,brandon,42
2013,male,black non hispanic,emmanuel,42
2019,female,black non hispanic,amelia,41
2014,female,asian and pacific islander,alina,41
2014,female,asian and pacific islander,anna,41
2018,female,black non hispanic,aaliyah,41
2019,female,asian and pacific islander,ava,41
2019,female,asian and pacific islander,evelyn,41
2019,female,asian and pacific islander,hannah,41
2014,female,black non hispanic,abigail,41
2014,female,black non hispanic,autumn,41
2018,female,asian and pacific islander,bella,41
2013,female,asian and pacific islander,vivian,41
2016,female,black non hispanic,autumn,41
2016,female,black non hispanic,london,41
2012,female,white non hispanic,selina,41
2013,female,black non hispanic,khloe,41
2012,female,black non hispanic,mia,41
2017,female,hispanic,daniela,41
2014,female,hispanic,delilah,41
2014,female,hispanic,grace,41
2014,female,hispanic,jade,41
2013,female,hispanic,natalie,41
2011,female,hispanic,jasmine,41
2011,female,hispanic,karen,41
2011,female,hispanic,kelly,41
2012,female,hispanic,alexandra,41
2012,female,hispanic,savannah,41
2011,female,white non hispanic,daniella,41
2011,female,white non hispanic,dina,41
2011,female,white non hispanic,giuliana,41
2018,male,asian and pacific islander,matthew,41
2017,male,asian and pacific islander,jacob,41
2017,male,asian and pacific islander,oliver,41
2019,male,asian and pacific islander,eric,41
2019,male,asian and pacific islander,justin,41
2011,male,asian and pacific islander,mohammed,41
2011,male,asian and pacific islander,nathan,41
2016,male,black non hispanic,jayce,41
2016,male,black non hispanic,justin,41
2013,male,asian and pacific islander,jonathan,41
2016,male,asian and pacific islander,james,41
2012,male,white non hispanic,adam,41
2012,male,white non hispanic,ayaan,41
2012,male,white non hispanic,brian,41
2014,male,black non hispanic,andrew,41
2014,male,black non hispanic,james,41
2011,male,black non hispanic,chase,41
2011,male,black non hispanic,ryan,41
2012,male,black non hispanic,caleb,41
2012,male,black non hispanic,logan,41
2012,male,black non hispanic,xavier,41
2015,male,black non hispanic,karter,41
2015,male,black non hispanic,prince,41
2015,male,black non hispanic,ryan,41
2013,male,black non hispanic,malachi,41
2019,female,black non hispanic,olivia,40
2014,female,asian and pacific islander,ella,40
2019,female,asian and pacific islander,aria,40
2019,female,asian and pacific islander,bella,40
2014,female,black non hispanic,faith,40
2014,female,black non hispanic,makayla,40
2017,female,asian and pacific islander,aria,40
2017,female,asian and pacific islander,claire,40
2017,female,asian and pacific islander,zainab,40
2015,female,asian and pacific islander,claire,40
2016,female,asian and pacific islander,ariana,40
2011,female,black non hispanic,ava,40
2011,female,black non hispanic,sarah,40
2016,female,black non hispanic,sophia,40
2012,female,white non hispanic,jessica,40
2012,female,white non hispanic,sophie,40
2012,female,white non hispanic,vivian,40
2018,female,hispanic,evelyn,40
2018,female,hispanic,juliette,40
2019,female,hispanic,maya,40
2019,female,hispanic,valeria,40
2017,female,hispanic,nicole,40
2017,female,hispanic,valeria,40
2014,female,hispanic,elizabeth,40
2013,female,hispanic,alyssa,40
2013,female,hispanic,eva,40
2011,female,hispanic,angelica,40
2012,female,hispanic,destiny,40
2012,female,hispanic,giselle,40
2012,female,hispanic,isabel,40
2018,male,asian and pacific islander,oliver,40
2019,male,black non hispanic,adonis,40
2019,male,black non hispanic,kaiden,40
2019,male,black non hispanic,karter,40
2017,male,asian and pacific islander,owen,40
2019,male,asian and pacific islander,matthew,40
2011,male,asian and pacific islander,brian,40
2011,male,asian and pacific islander,leo,40
2016,male,black non hispanic,caleb,40
2016,male,black non hispanic,nathan,40
2016,male,asian and pacific islander,michael,40
2012,male,white non hispanic,david,40
2012,male,white non hispanic,tyler,40
2014,male,black non hispanic,jordan,40
2014,male,black non hispanic,zion,40
2011,male,black non hispanic,kyle,40
2015,male,black non hispanic,dylan,40
2015,male,black non hispanic,jordan,40
2013,male,black non hispanic,joseph,40
2019,female,black non hispanic,zuri,39
2017,female,black non hispanic,abigail,39
2018,female,black non hispanic,savannah,39
2018,female,asian and pacific islander,arya,39
2018,female,asian and pacific islander,charlotte,39
2014,female,black non hispanic,khloe,39
2017,female,asian and pacific islander,fatima,39
2015,female,asian and pacific islander,hannah,39
2016,female,asian and pacific islander,alina,39
2016,female,asian and pacific islander,maya,39
2011,female,black non hispanic,laila,39
2011,female,black non hispanic,leah,39
2012,female,white non hispanic,anna,39
2013,female,black non hispanic,mia,39
2013,female,black non hispanic,victoria,39
2012,female,black non hispanic,victoria,39
2018,female,hispanic,eliana,39
2019,female,hispanic,arianna,39
2019,female,hispanic,jade,39
2019,female,hispanic,sarah,39
2017,female,hispanic,aria,39
2017,female,hispanic,elena,39
2017,female,hispanic,juliette,39
2016,female,hispanic,alyssa,39
2016,female,hispanic,ana,39
2016,female,hispanic,andrea,39
2014,female,hispanic,melany,39
2014,female,hispanic,sarah,39
2014,female,hispanic,stephanie,39
2013,female,hispanic,zoey,39
2011,female,hispanic,danna,39
2012,female,hispanic,jocelyn,39
2012,female,hispanic,maya,39
2012,female,hispanic,natalie,39
2018,male,black non hispanic,jace,39
2018,male,black non hispanic,tristan,39
2018,male,asian and pacific islander,alexander,39
2018,male,asian and pacific islander,henry,39
2018,male,asian and pacific islander,kyle,39
2019,male,black non hispanic,cameron,39
2019,male,black non hispanic,david,39
2017,male,asian and pacific islander,alexander,39
2017,male,asian and pacific islander,dylan,39
