==Frequent itemsets (min_sup=0.1%)==
('hispanic', 'male')	 supp: 17.35%
('ibrahim',) ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('hispanic', 'ryan') ===> ('male',)	 conf: 100.0% 	 supp: 0.23%
('amir', 'male') ===> ('black non hispanic',)	 conf: 100.0% 	 supp: 0.2%
('chelsea',) ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('rivky', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('rivky',) ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('2012', 'emma') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('black non hispanic', 'christopher') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('allison', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.19%
('asian and pacific islander', 'austin') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('liam',) ===> ('male',)	 conf: 100.0% 	 supp: 1.36%
('aaron', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('esther', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.45%
('gitty', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('elizabeth',) ===> ('female',)	 conf: 100.0% 	 supp: 0.46%
('amelia', 'asian and pacific islander') ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('anna', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('emma', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.41%
('2015', 'ryan') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('asian and pacific islander', 'kevin') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('2015', 'matthew') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('2015', 'ethan') ===> ('male',)	 conf: 100.0% 	 supp: 0.19%
('hispanic', 'jonathan') ===> ('male',)	 conf: 100.0% 	 supp: 0.25%
('elizabeth', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.2%
('carlos', 'male') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.18%
('2012', 'alexander') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('asian and pacific islander', 'hannah') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2012', 'jacob') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('2014', 'joseph') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('leo',) ===> ('male',)	 conf: 100.0% 	 supp: 0.4%
('serenity',) ===> ('female',)	 conf: 100.0% 	 supp: 0.13%
('michael', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.5%
('asian and pacific islander', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('julia',) ===> ('female',)	 conf: 100.0% 	 supp: 0.23%
('madison', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('2011', 'justin') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('alexandra', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('hispanic', 'julian') ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('asian and pacific islander', 'evan') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('robert', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('2019', 'matthew') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('2014', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('2014', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('isabella',) ===> ('female',)	 conf: 100.0% 	 supp: 1.15%
('nicholas', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.28%
('rachel', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.38%
('sophia',) ===> ('female',)	 conf: 100.0% 	 supp: 1.2%
('chaya',) ===> ('female',)	 conf: 100.0% 	 supp: 0.41%
('2017', 'ryan') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('2012', 'mia') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('christopher', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('ella', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.26%
('natalie',) ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('kylie',) ===> ('female',)	 conf: 100.0% 	 supp: 0.17%
('angel', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.42%
('2017', 'alexander') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('jose',) ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.23%
('hispanic', 'victoria') ===> ('female',)	 conf: 100.0% 	 supp: 0.26%
('luca',) ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('gabriella', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('maya', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.23%
('2012', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('hispanic', 'luis') ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('chloe', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.21%
('jose',) ===> ('male',)	 conf: 100.0% 	 supp: 0.23%
('hailey',) ===> ('female',)	 conf: 100.0% 	 supp: 0.31%
('sophia', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.35%
('2019', 'michael') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('kaiden',) ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('hispanic', 'kaylee') ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('madison',) ===> ('female',)	 conf: 100.0% 	 supp: 0.67%
('2015', 'sebastian') ===> ('male',)	 conf: 100.0% 	 supp: 0.1%
('hispanic', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.66%
('hispanic', 'nicole') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2011', 'isabella') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('gabriel', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.27%
('brandon', 'hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('2016', 'jacob') ===> ('male',)	 conf: 100.0% 	 supp: 0.17%
('mordechai',) ===> ('male',)	 conf: 100.0% 	 supp: 0.21%
('hispanic', 'valentina') ===> ('female',)	 conf: 100.0% 	 supp: 0.25%
('2012', 'mason') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('emilia',) ===> ('female',)	 conf: 100.0% 	 supp: 0.16%
('2018', 'aiden') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('2015', 'daniel') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('caleb',) ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('owen',) ===> ('male',)	 conf: 100.0% 	 supp: 0.23%
('aaliyah', 'hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.12%
('2018', 'sophia') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2017', 'jacob') ===> ('male',)	 conf: 100.0% 	 supp: 0.16%
('savannah',) ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('asian and pacific islander', 'nathan') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('luis',) ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.21%
('thomas', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.23%
('chaim', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.29%
('2011', 'aiden') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('black non hispanic', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.25%
('amir',) ===> ('male',)	 conf: 100.0% 	 supp: 0.2%
('2017', 'matthew') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('2016', 'ava') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('joshua', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('amelia', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('white non hispanic', 'zoe') ===> ('female',)	 conf: 100.0% 	 supp: 0.18%
('gianna',) ===> ('female',)	 conf: 100.0% 	 supp: 0.19%
('2019', 'aiden') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('olivia', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.48%
('2012', 'sophia') ===> ('female',)	 conf: 100.0% 	 supp: 0.15%
('mateo',) ===> ('male',)	 conf: 100.0% 	 supp: 0.2%
('mia', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.27%
('2016', 'alexander') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('2019', 'mia') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('asian and pacific islander', 'emma') ===> ('female',)	 conf: 100.0% 	 supp: 0.23%
('2013', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.18%
('white non hispanic', 'yitzchok') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('hispanic', 'matthew') ===> ('male',)	 conf: 100.0% 	 supp: 0.61%
('josiah',) ===> ('male',)	 conf: 100.0% 	 supp: 0.34%
('riley',) ===> ('female',)	 conf: 100.0% 	 supp: 0.23%
('daniel', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.43%
('black non hispanic', 'malachi') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('2017', 'jayden') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('benjamin', 'white non hispanic') ===> ('male',)	 conf: 100.0% 	 supp: 0.44%
('lucy', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('eli',) ===> ('male',)	 conf: 100.0% 	 supp: 0.27%
('2011', 'ryan') ===> ('male',)	 conf: 100.0% 	 supp: 0.11%
('yitzchok',) ===> ('male',)	 conf: 100.0% 	 supp: 0.14%
('evan',) ===> ('male',)	 conf: 100.0% 	 supp: 0.22%
('aaron', 'asian and pacific islander') ===> ('male',)	 conf: 100.0% 	 supp: 0.13%
('hispanic', 'nathan') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('sophie', 'white non hispanic') ===> ('female',)	 conf: 100.0% 	 supp: 0.14%
('henry',) ===> ('male',)	 conf: 100.0% 	 supp: 0.48%
('black non hispanic', 'chase') ===> ('male',)	 conf: 100.0% 	 supp: 0.12%
('black non hispanic', 'liam') ===> ('male',)	 conf: 100.0% 	 supp: 0.23%
('2015', 'leah') ===> ('female',)	 conf: 100.0% 	 supp: 0.1%
('2013', 'emily') ===> ('female',)	 conf: 100.0% 	 supp: 0.11%
('2013', 'david') ===> ('male',)	 conf: 100.0% 	 supp: 0.15%
('angel', 'male') ===> ('hispanic',)	 conf: 100.0% 	 supp: 0.42%
('dylan',) ===> ('male',)	 conf: 99.73% 	 supp: 1.01%
('ryan',) ===> ('male',)	 conf: 99.61% 	 supp: 0.97%
('logan',) ===> ('male',)	 conf: 99.36% 	 supp: 0.54%
('black non hispanic', 'logan') ===> ('male',)	 conf: 97.48% 	 supp: 0.14%
('carter', 'male') ===> ('black non hispanic',)	 conf: 97.48% 	 supp: 0.15%
('carter',) ===> ('black non hispanic',)	 conf: 97.48% 	 supp: 0.15%
('black non hispanic', 'ryan') ===> ('male',)	 conf: 96.66% 	 supp: 0.11%
('valerie',) ===> ('hispanic',)	 conf: 95.28% 	 supp: 0.12%
('female', 'valerie') ===> ('hispanic',)	 conf: 95.28% 	 supp: 0.12%
('female', 'kimberly') ===> ('hispanic',)	 conf: 94.89% 	 supp: 0.16%
('kimberly',) ===> ('hispanic',)	 conf: 94.89% 	 supp: 0.16%
('skylar',) ===> ('black non hispanic',)	 conf: 93.73% 	 supp: 0.13%
('female', 'skylar') ===> ('black non hispanic',)	 conf: 93.73% 	 supp: 0.13%
('jordan',) ===> ('male',)	 conf: 91.87% 	 supp: 0.13%
('female', 'malka') ===> ('white non hispanic',)	 conf: 91.38% 	 supp: 0.15%
('malka',) ===> ('white non hispanic',)	 conf: 91.38% 	 supp: 0.15%
('rivka',) ===> ('white non hispanic',)	 conf: 91.18% 	 supp: 0.25%
('female', 'rivka') ===> ('white non hispanic',)	 conf: 91.18% 	 supp: 0.25%
('elias', 'male') ===> ('hispanic',)	 conf: 91.06% 	 supp: 0.19%
('elias',) ===> ('hispanic',)	 conf: 91.06% 	 supp: 0.19%
('raizy',) ===> ('white non hispanic',)	 conf: 90.89% 	 supp: 0.13%
('female', 'raizy') ===> ('white non hispanic',)	 conf: 90.89% 	 supp: 0.13%
('male', 'menachem') ===> ('white non hispanic',)	 conf: 90.78% 	 supp: 0.19%
('menachem',) ===> ('white non hispanic',)	 conf: 90.78% 	 supp: 0.19%
('rivky',) ===> ('white non hispanic',)	 conf: 90.76% 	 supp: 0.12%
('female', 'rivky') ===> ('white non hispanic',)	 conf: 90.76% 	 supp: 0.12%
('angel',) ===> ('male',)	 conf: 90.6% 	 supp: 0.42%
('angel',) ===> ('hispanic',)	 conf: 90.6% 	 supp: 0.42%
('gitty',) ===> ('white non hispanic',)	 conf: 90.35% 	 supp: 0.16%
('female', 'gitty') ===> ('white non hispanic',)	 conf: 90.35% 	 supp: 0.16%
('abraham', 'male') ===> ('white non hispanic',)	 conf: 90.07% 	 supp: 0.3%
('abraham',) ===> ('white non hispanic',)	 conf: 90.07% 	 supp: 0.3%
('faigy',) ===> ('white non hispanic',)	 conf: 89.54% 	 supp: 0.15%
('faigy', 'female') ===> ('white non hispanic',)	 conf: 89.54% 	 supp: 0.15%
('female', 'malky') ===> ('white non hispanic',)	 conf: 89.53% 	 supp: 0.14%
('malky',) ===> ('white non hispanic',)	 conf: 89.53% 	 supp: 0.14%
('shimon',) ===> ('white non hispanic',)	 conf: 89.53% 	 supp: 0.2%
('male', 'shimon') ===> ('white non hispanic',)	 conf: 89.53% 	 supp: 0.2%
('chaya',) ===> ('white non hispanic',)	 conf: 89.49% 	 supp: 0.37%
('chaya', 'female') ===> ('white non hispanic',)	 conf: 89.49% 	 supp: 0.37%
('miriam',) ===> ('white non hispanic',)	 conf: 89.37% 	 supp: 0.32%
('female', 'miriam') ===> ('white non hispanic',)	 conf: 89.37% 	 supp: 0.32%
('avery',) ===> ('female',)	 conf: 89.34% 	 supp: 0.24%
('yehuda',) ===> ('white non hispanic',)	 conf: 89.05% 	 supp: 0.17%
('male', 'yehuda') ===> ('white non hispanic',)	 conf: 89.05% 	 supp: 0.17%
('male', 'mordechai') ===> ('white non hispanic',)	 conf: 89.04% 	 supp: 0.18%
('mordechai',) ===> ('white non hispanic',)	 conf: 89.04% 	 supp: 0.18%
('moshe',) ===> ('white non hispanic',)	 conf: 88.98% 	 supp: 0.48%
('male', 'moshe') ===> ('white non hispanic',)	 conf: 88.98% 	 supp: 0.48%
('female', 'nora') ===> ('white non hispanic',)	 conf: 88.55% 	 supp: 0.1%
('nora',) ===> ('white non hispanic',)	 conf: 88.55% 	 supp: 0.1%
('male', 'mohammad') ===> ('asian and pacific islander',)	 conf: 88.38% 	 supp: 0.11%
('mohammad',) ===> ('asian and pacific islander',)	 conf: 88.38% 	 supp: 0.11%
('tenzin',) ===> ('asian and pacific islander',)	 conf: 88.25% 	 supp: 0.11%
('male', 'yosef') ===> ('white non hispanic',)	 conf: 88.15% 	 supp: 0.22%
('yosef',) ===> ('white non hispanic',)	 conf: 88.15% 	 supp: 0.22%
('chana',) ===> ('white non hispanic',)	 conf: 87.99% 	 supp: 0.28%
('chana', 'female') ===> ('white non hispanic',)	 conf: 87.99% 	 supp: 0.28%
('male', 'yisroel') ===> ('white non hispanic',)	 conf: 87.76% 	 supp: 0.15%
('yisroel',) ===> ('white non hispanic',)	 conf: 87.76% 	 supp: 0.15%
('male', 'yitzchok') ===> ('white non hispanic',)	 conf: 87.57% 	 supp: 0.12%
('yitzchok',) ===> ('white non hispanic',)	 conf: 87.57% 	 supp: 0.12%
('chaim', 'male') ===> ('white non hispanic',)	 conf: 87.24% 	 supp: 0.29%
('chaim',) ===> ('white non hispanic',)	 conf: 87.24% 	 supp: 0.29%
('male', 'muhammad') ===> ('asian and pacific islander',)	 conf: 86.86% 	 supp: 0.27%
('muhammad',) ===> ('asian and pacific islander',)	 conf: 86.86% 	 supp: 0.27%
('esther', 'female') ===> ('white non hispanic',)	 conf: 86.81% 	 supp: 0.45%
('esther',) ===> ('white non hispanic',)	 conf: 86.81% 	 supp: 0.45%
('luca', 'male') ===> ('white non hispanic',)	 conf: 85.6% 	 supp: 0.18%
('luca',) ===> ('white non hispanic',)	 conf: 85.6% 	 supp: 0.18%
('allison',) ===> ('hispanic',)	 conf: 85.5% 	 supp: 0.19%
('allison', 'female') ===> ('hispanic',)	 conf: 85.5% 	 supp: 0.19%
('female', 'melanie') ===> ('hispanic',)	 conf: 84.56% 	 supp: 0.19%
('melanie',) ===> ('hispanic',)	 conf: 84.56% 	 supp: 0.19%
('female', 'lucy') ===> ('white non hispanic',)	 conf: 84.16% 	 supp: 0.11%
('lucy',) ===> ('white non hispanic',)	 conf: 84.16% 	 supp: 0.11%
('jack',) ===> ('white non hispanic',)	 conf: 83.58% 	 supp: 0.39%
('jack', 'male') ===> ('white non hispanic',)	 conf: 83.58% 	 supp: 0.39%
('genesis',) ===> ('hispanic',)	 conf: 83.4% 	 supp: 0.21%
('female', 'genesis') ===> ('hispanic',)	 conf: 83.4% 	 supp: 0.21%
('luna',) ===> ('hispanic',)	 conf: 82.87% 	 supp: 0.14%
('female', 'luna') ===> ('hispanic',)	 conf: 82.87% 	 supp: 0.14%
('valentina',) ===> ('hispanic',)	 conf: 82.85% 	 supp: 0.25%
('female', 'valentina') ===> ('hispanic',)	 conf: 82.85% 	 supp: 0.25%
('male', 'thomas') ===> ('white non hispanic',)	 conf: 82.36% 	 supp: 0.23%
('thomas',) ===> ('white non hispanic',)	 conf: 82.36% 	 supp: 0.23%
('adrian',) ===> ('hispanic',)	 conf: 81.09% 	 supp: 0.3%
('adrian', 'male') ===> ('hispanic',)	 conf: 81.09% 	 supp: 0.3%
('rachel',) ===> ('white non hispanic',)	 conf: 79.87% 	 supp: 0.38%
('female', 'rachel') ===> ('white non hispanic',)	 conf: 79.87% 	 supp: 0.38%
('eric',) ===> ('asian and pacific islander',)	 conf: 79.34% 	 supp: 0.14%
('eric', 'male') ===> ('asian and pacific islander',)	 conf: 79.34% 	 supp: 0.14%
('charles', 'male') ===> ('white non hispanic',)	 conf: 79.01% 	 supp: 0.27%
('charles',) ===> ('white non hispanic',)	 conf: 79.01% 	 supp: 0.27%
('eleanor', 'female') ===> ('white non hispanic',)	 conf: 78.71% 	 supp: 0.12%
('eleanor',) ===> ('white non hispanic',)	 conf: 78.71% 	 supp: 0.12%
('male', 'theodore') ===> ('white non hispanic',)	 conf: 77.82% 	 supp: 0.24%
('theodore',) ===> ('white non hispanic',)	 conf: 77.82% 	 supp: 0.24%
('sara',) ===> ('white non hispanic',)	 conf: 77.21% 	 supp: 0.26%
('female', 'sara') ===> ('white non hispanic',)	 conf: 77.21% 	 supp: 0.26%
('alexa', 'female') ===> ('hispanic',)	 conf: 77.08% 	 supp: 0.16%
('alexa',) ===> ('hispanic',)	 conf: 77.08% 	 supp: 0.16%
('brianna',) ===> ('hispanic',)	 conf: 76.64% 	 supp: 0.18%
('brianna', 'female') ===> ('hispanic',)	 conf: 76.64% 	 supp: 0.18%
('robert',) ===> ('white non hispanic',)	 conf: 76.51% 	 supp: 0.13%
('male', 'robert') ===> ('white non hispanic',)	 conf: 76.51% 	 supp: 0.13%
('jeremy', 'male') ===> ('hispanic',)	 conf: 76.23% 	 supp: 0.22%
('jeremy',) ===> ('hispanic',)	 conf: 76.23% 	 supp: 0.22%
('amy', 'female') ===> ('hispanic',)	 conf: 75.18% 	 supp: 0.15%
('amy',) ===> ('hispanic',)	 conf: 75.18% 	 supp: 0.15%
('eli', 'male') ===> ('white non hispanic',)	 conf: 74.81% 	 supp: 0.2%
('eli',) ===> ('white non hispanic',)	 conf: 74.81% 	 supp: 0.2%
('henry', 'male') ===> ('white non hispanic',)	 conf: 74.79% 	 supp: 0.36%
('henry',) ===> ('white non hispanic',)	 conf: 74.79% 	 supp: 0.36%
('asher', 'male') ===> ('white non hispanic',)	 conf: 74.13% 	 supp: 0.12%
('asher',) ===> ('white non hispanic',)	 conf: 74.13% 	 supp: 0.12%
('jordan',) ===> ('black non hispanic',)	 conf: 73.85% 	 supp: 0.1%
('luke', 'male') ===> ('white non hispanic',)	 conf: 73.38% 	 supp: 0.19%
('luke',) ===> ('white non hispanic',)	 conf: 73.38% 	 supp: 0.19%
('ashley', 'female') ===> ('hispanic',)	 conf: 73.33% 	 supp: 0.28%
('ashley',) ===> ('hispanic',)	 conf: 73.33% 	 supp: 0.28%
('jackson',) ===> ('white non hispanic',)	 conf: 72.95% 	 supp: 0.16%
('jackson', 'male') ===> ('white non hispanic',)	 conf: 72.95% 	 supp: 0.16%
('male', 'max') ===> ('white non hispanic',)	 conf: 72.94% 	 supp: 0.21%
('max',) ===> ('white non hispanic',)	 conf: 72.94% 	 supp: 0.21%
('female', 'stella') ===> ('white non hispanic',)	 conf: 72.85% 	 supp: 0.15%
('stella',) ===> ('white non hispanic',)	 conf: 72.85% 	 supp: 0.15%
('female', 'lily') ===> ('white non hispanic',)	 conf: 72.84% 	 supp: 0.18%
('lily',) ===> ('white non hispanic',)	 conf: 72.84% 	 supp: 0.18%
('george',) ===> ('white non hispanic',)	 conf: 72.25% 	 supp: 0.11%
('george', 'male') ===> ('white non hispanic',)	 conf: 72.25% 	 supp: 0.11%
('female', 'julia') ===> ('white non hispanic',)	 conf: 70.3% 	 supp: 0.16%
('julia',) ===> ('white non hispanic',)	 conf: 70.3% 	 supp: 0.16%
('ian',) ===> ('hispanic',)	 conf: 69.91% 	 supp: 0.22%
('ian', 'male') ===> ('hispanic',)	 conf: 69.91% 	 supp: 0.22%
('adam',) ===> ('white non hispanic',)	 conf: 69.81% 	 supp: 0.32%
('adam', 'male') ===> ('white non hispanic',)	 conf: 69.81% 	 supp: 0.32%
('sebastian',) ===> ('hispanic',)	 conf: 69.51% 	 supp: 0.51%
('male', 'sebastian') ===> ('hispanic',)	 conf: 69.51% 	 supp: 0.51%
('alexandra', 'female') ===> ('white non hispanic',)	 conf: 69.48% 	 supp: 0.18%
('alexandra',) ===> ('white non hispanic',)	 conf: 69.48% 	 supp: 0.18%
('female', 'jade') ===> ('hispanic',)	 conf: 68.36% 	 supp: 0.1%
('jade',) ===> ('hispanic',)	 conf: 68.36% 	 supp: 0.1%
('anna', 'female') ===> ('white non hispanic',)	 conf: 67.4% 	 supp: 0.18%
('anna',) ===> ('white non hispanic',)	 conf: 67.4% 	 supp: 0.18%
('leo',) ===> ('white non hispanic',)	 conf: 66.21% 	 supp: 0.27%
('leo', 'male') ===> ('white non hispanic',)	 conf: 66.21% 	 supp: 0.27%
('evan', 'male') ===> ('asian and pacific islander',)	 conf: 66.13% 	 supp: 0.14%
('evan',) ===> ('asian and pacific islander',)	 conf: 66.13% 	 supp: 0.14%
('sophie',) ===> ('white non hispanic',)	 conf: 65.17% 	 supp: 0.14%
('female', 'sophie') ===> ('white non hispanic',)	 conf: 65.17% 	 supp: 0.14%
('isaiah',) ===> ('black non hispanic',)	 conf: 65.08% 	 supp: 0.15%
('isaiah', 'male') ===> ('black non hispanic',)	 conf: 65.08% 	 supp: 0.15%
('female', 'scarlett') ===> ('hispanic',)	 conf: 64.97% 	 supp: 0.18%
('scarlett',) ===> ('hispanic',)	 conf: 64.97% 	 supp: 0.18%
('ella', 'female') ===> ('white non hispanic',)	 conf: 64.36% 	 supp: 0.26%
('ella',) ===> ('white non hispanic',)	 conf: 64.36% 	 supp: 0.26%
('josiah',) ===> ('black non hispanic',)	 conf: 64.3% 	 supp: 0.22%
('josiah', 'male') ===> ('black non hispanic',)	 conf: 64.3% 	 supp: 0.22%
('tyler',) ===> ('black non hispanic',)	 conf: 63.64% 	 supp: 0.14%
('male', 'tyler') ===> ('black non hispanic',)	 conf: 63.64% 	 supp: 0.14%
('kayden', 'male') ===> ('black non hispanic',)	 conf: 63.49% 	 supp: 0.12%
('kayden',) ===> ('black non hispanic',)	 conf: 63.49% 	 supp: 0.12%
('ariana',) ===> ('hispanic',)	 conf: 63.33% 	 supp: 0.17%
('ariana', 'female') ===> ('hispanic',)	 conf: 63.33% 	 supp: 0.17%
('austin', 'male') ===> ('asian and pacific islander',)	 conf: 62.13% 	 supp: 0.11%
('austin',) ===> ('asian and pacific islander',)	 conf: 62.13% 	 supp: 0.11%
('charlotte', 'female') ===> ('white non hispanic',)	 conf: 61.74% 	 supp: 0.32%
('charlotte',) ===> ('white non hispanic',)	 conf: 61.74% 	 supp: 0.32%
('female', 'kaylee') ===> ('hispanic',)	 conf: 61.59% 	 supp: 0.16%
('kaylee',) ===> ('hispanic',)	 conf: 61.59% 	 supp: 0.16%
('female', 'hailey') ===> ('hispanic',)	 conf: 61.46% 	 supp: 0.19%
('hailey',) ===> ('hispanic',)	 conf: 61.46% 	 supp: 0.19%
('benjamin',) ===> ('white non hispanic',)	 conf: 61.02% 	 supp: 0.44%
('benjamin', 'male') ===> ('white non hispanic',)	 conf: 61.02% 	 supp: 0.44%
('arianna', 'female') ===> ('hispanic',)	 conf: 60.52% 	 supp: 0.15%
('arianna',) ===> ('hispanic',)	 conf: 60.52% 	 supp: 0.15%
('brandon',) ===> ('hispanic',)	 conf: 60.35% 	 supp: 0.22%
('brandon', 'male') ===> ('hispanic',)	 conf: 60.35% 	 supp: 0.22%
('john', 'male') ===> ('white non hispanic',)	 conf: 60.24% 	 supp: 0.32%
('john',) ===> ('white non hispanic',)	 conf: 60.24% 	 supp: 0.32%
('samantha',) ===> ('hispanic',)	 conf: 60.2% 	 supp: 0.21%
('female', 'samantha') ===> ('hispanic',)	 conf: 60.2% 	 supp: 0.21%
('2012', 'hispanic') ===> ('male',)	 conf: 60.04% 	 supp: 2.08%
('2011', 'hispanic') ===> ('male',)	 conf: 59.92% 	 supp: 2.23%
('2015', 'hispanic') ===> ('male',)	 conf: 59.3% 	 supp: 1.97%
('zachary',) ===> ('white non hispanic',)	 conf: 59.23% 	 supp: 0.16%
('male', 'zachary') ===> ('white non hispanic',)	 conf: 59.23% 	 supp: 0.16%
('2013', 'hispanic') ===> ('male',)	 conf: 59.05% 	 supp: 1.98%
('male', 'oliver') ===> ('white non hispanic',)	 conf: 58.97% 	 supp: 0.27%
('oliver',) ===> ('white non hispanic',)	 conf: 58.97% 	 supp: 0.27%
('xavier',) ===> ('hispanic',)	 conf: 58.44% 	 supp: 0.15%
('male', 'xavier') ===> ('hispanic',)	 conf: 58.44% 	 supp: 0.15%
('2016', 'hispanic') ===> ('male',)	 conf: 58.33% 	 supp: 1.93%
('2018', 'black non hispanic') ===> ('male',)	 conf: 58.17% 	 supp: 1.17%
('female', 'isabella') ===> ('hispanic',)	 conf: 58.01% 	 supp: 0.66%
('isabella',) ===> ('hispanic',)	 conf: 58.01% 	 supp: 0.66%
('hispanic',) ===> ('male',)	 conf: 57.82% 	 supp: 17.35%
('2014', 'hispanic') ===> ('male',)	 conf: 57.26% 	 supp: 1.98%
('2019', 'liam') ===> ('hispanic',)	 conf: 56.93% 	 supp: 0.11%
('2019', 'liam', 'male') ===> ('hispanic',)	 conf: 56.93% 	 supp: 0.11%
('2019', 'black non hispanic') ===> ('male',)	 conf: 56.92% 	 supp: 1.07%
('2018', 'asian and pacific islander') ===> ('male',)	 conf: 56.75% 	 supp: 1.12%
